Product ID,Order ID,Order Date,Promised Delivery Date,Actual Delivery Date,On-Time Delivery,Order Cycle Time,Status,Return Reason,Product Category,Quantity Ordered,Unit Price,Total Cost,Cost of Goods Sold (COGS),Shipping Cost,Region,City,Supplier,Warehouse,Inventory on Hand,Inventory Turnover,Safety Stock,Order_Priority,Lead_Time,Unit Cost
P7329,NOR-00120,2023-09-20,2023-09-27,2023-09-30,No,10,Returned,Wrong Item,Electronics,73,283.1,20666.3,13898.19,21.54,North America,Chicago,Supplier C,Warehouse 2,308,6.23,90,Medium,4,283.09999999999997
P1659,EUR-00121,2024-10-21,2024-10-26,2024-10-25,Yes,4,Returned,Wrong Item,Home Goods,97,76.41,7411.77,5340.13,26.06,Europe,Rome,Supplier D,Warehouse 8,73,1.91,62,Low,14,76.41000000000001
P6511,ASI-00122,2023-10-04,2023-10-09,2023-10-09,Yes,5,Pending,No Issues Reported,Apparel,51,495.35,25262.85,18893.17,21.97,Asia,Mumbai,Supplier D,Warehouse 5,309,10.2,88,Low,4,495.34999999999997
P1436,EUR-00123,2023-12-06,2023-12-16,2023-12-14,Yes,8,Pending,No Issues Reported,Books,75,157.3,11797.5,9199.14,44.88,Europe,London,Supplier E,Warehouse 4,355,6.48,94,Medium,6,157.3
P2800,ASI-00124,2023-06-03,2023-06-06,2023-06-11,No,8,In Transit,No Issues Reported,Books,19,411.72,7822.68,5072.53,32.9,Asia,Seoul,Supplier D,Warehouse 3,147,1.7,60,High,8,411.72
P8837,ASI-00125,2023-05-31,2023-06-09,2023-06-10,No,10,Returned,Customer Changed Mind,Electronics,91,73.35,6674.85,4281.7,23.0,Asia,Singapore,Supplier D,Warehouse 6,319,5.46,42,High,8,73.35000000000001
P5735,NOR-00126,2023-10-07,2023-10-15,2023-10-17,No,10,Returned,Damaged,Groceries,39,116.31,4536.09,3604.3,21.9,North America,Los Angeles,Supplier C,Warehouse 8,410,3.68,82,Medium,5,116.31
P3399,NOR-00127,2023-06-10,2023-06-18,2023-06-20,No,10,Pending,No Issues Reported,Groceries,49,448.4,21971.6,14916.66,23.81,North America,Houston,Supplier C,Warehouse 8,198,1.94,30,Low,6,448.4
P4920,NOR-00128,2024-08-11,2024-08-18,2024-08-23,No,12,In Transit,No Issues Reported,Home Goods,72,349.6,25171.2,15793.78,34.63,North America,Houston,Supplier B,Warehouse 4,174,2.03,87,Low,4,349.6
P3587,ASI-00129,2023-09-17,2023-09-20,2023-09-19,Yes,2,Returned,Wrong Item,Electronics,88,386.53,34014.64,20444.03,32.01,Asia,Singapore,Supplier D,Warehouse 4,258,8.36,80,High,12,386.53
P1611,ASI-00130,2023-11-30,2023-12-07,2023-12-10,No,10,Pending,No Issues Reported,Electronics,84,289.2,24292.8,17175.75,38.92,Asia,Tokyo,Supplier A,Warehouse 7,139,5.89,42,Medium,14,289.2
P8444,NOR-00131,2024-12-22,2025-01-01,2025-01-01,Yes,10,Pending,No Issues Reported,Home Goods,73,303.38,22146.74,17400.49,23.4,North America,New York,Supplier B,Warehouse 8,378,7.2,83,Medium,11,303.38
P5833,EUR-00132,2023-01-31,2023-02-07,2023-02-08,No,8,Delivered,No Issues Reported,Books,83,132.35,10985.05,7000.11,39.46,Europe,Berlin,Supplier B,Warehouse 7,340,8.58,44,High,13,132.35
P7284,EUR-00133,2023-03-22,2023-03-31,2023-04-03,No,12,Delivered,No Issues Reported,Apparel,18,241.34,4344.12,3419.54,10.27,Europe,London,Supplier C,Warehouse 5,170,6.19,54,High,9,241.34
P9233,ASI-00134,2024-12-27,2024-12-30,2025-01-01,No,5,Pending,No Issues Reported,Electronics,86,63.52,5462.72,3612.83,26.22,Asia,Shanghai,Supplier F,Warehouse 5,410,9.58,35,Medium,8,63.52
P9998,NOR-00135,2023-11-17,2023-11-25,2023-11-26,No,9,In Transit,No Issues Reported,Apparel,59,375.13,22132.67,15960.93,26.63,North America,Chicago,Supplier B,Warehouse 2,291,9.45,47,Low,10,375.13
P3695,ASI-00136,2024-05-29,2024-06-08,2024-06-11,No,13,Delivered,No Issues Reported,Electronics,71,451.93,32087.03,20549.54,31.47,Asia,Tokyo,Supplier A,Warehouse 4,217,10.47,76,Medium,12,451.93
P6049,EUR-00137,2023-05-04,2023-05-14,2023-05-13,Yes,9,Returned,Damaged,Groceries,54,231.12,12480.48,7632.4,28.5,Europe,Berlin,Supplier A,Warehouse 4,420,1.73,52,Medium,10,231.12
P1519,ASI-00138,2024-02-28,2024-03-03,2024-03-01,Yes,2,Returned,Wrong Item,Groceries,8,467.62,3740.96,2296.22,47.35,Asia,Tokyo,Supplier F,Warehouse 7,196,5.79,37,Medium,1,467.62
P9802,EUR-00139,2024-04-10,2024-04-18,2024-04-22,No,12,Returned,Wrong Item,Groceries,18,328.5,5913.0,3959.07,17.14,Europe,London,Supplier A,Warehouse 1,251,7.05,48,Medium,2,328.5
P2848,EUR-00140,2024-07-14,2024-07-21,2024-07-26,No,12,Returned,Customer Changed Mind,Apparel,59,176.35,10404.65,6816.4,47.5,Europe,Berlin,Supplier E,Warehouse 1,66,10.0,73,Low,9,176.35
P1724,NOR-00141,2024-01-21,2024-01-27,2024-01-28,No,7,Delivered,No Issues Reported,Electronics,58,300.9,17452.2,12926.1,11.95,North America,Houston,Supplier B,Warehouse 1,255,6.11,89,Low,8,300.90000000000003
P5944,ASI-00142,2023-01-06,2023-01-11,2023-01-13,No,7,In Transit,No Issues Reported,Home Goods,74,300.97,22271.78,16358.76,22.83,Asia,Seoul,Supplier B,Warehouse 7,498,3.0,86,High,14,300.96999999999997
P6642,ASI-00143,2024-11-26,2024-12-03,2024-12-05,No,9,Delivered,No Issues Reported,Apparel,81,340.98,27619.38,19642.08,11.88,Asia,Seoul,Supplier C,Warehouse 7,379,8.55,87,Medium,3,340.98
P3365,EUR-00144,2023-08-08,2023-08-17,2023-08-17,Yes,9,Pending,No Issues Reported,Groceries,61,124.28,7581.08,4890.32,44.3,Europe,Berlin,Supplier E,Warehouse 7,462,6.36,27,Medium,8,124.28
P9775,EUR-00145,2024-01-08,2024-01-17,2024-01-17,Yes,9,Returned,Damaged,Home Goods,83,44.14,3663.62,2527.74,24.84,Europe,Berlin,Supplier C,Warehouse 7,420,10.21,26,High,12,44.14
P1251,ASI-00146,2024-09-13,2024-09-16,2024-09-15,Yes,2,In Transit,No Issues Reported,Apparel,62,108.4,6720.8,5251.68,22.13,Asia,Seoul,Supplier F,Warehouse 8,158,11.34,35,High,1,108.4
P6892,ASI-00147,2023-11-25,2023-12-01,2023-12-02,No,7,Returned,Damaged,Home Goods,49,235.79,11553.71,8431.25,22.34,Asia,Mumbai,Supplier A,Warehouse 8,312,10.77,79,Medium,10,235.79
P7841,EUR-00148,2023-05-16,2023-05-24,2023-05-25,No,9,Pending,No Issues Reported,Electronics,73,432.72,31588.56,23636.16,10.65,Europe,Madrid,Supplier B,Warehouse 7,201,3.1,62,Medium,4,432.72
P9954,EUR-00149,2023-02-18,2023-02-24,2023-03-01,No,11,Pending,No Issues Reported,Books,59,88.28,5208.52,3953.24,16.77,Europe,Madrid,Supplier F,Warehouse 1,300,3.43,89,High,3,88.28
P9285,NOR-00150,2023-08-20,2023-08-23,2023-08-22,Yes,2,Delivered,No Issues Reported,Apparel,81,119.56,9684.36,7180.31,10.37,North America,Chicago,Supplier F,Warehouse 8,283,5.42,99,High,6,119.56
P5697,ASI-00151,2023-05-01,2023-05-11,2023-05-09,Yes,8,Delivered,No Issues Reported,Books,2,13.28,26.56,19.77,31.43,Asia,Seoul,Supplier B,Warehouse 2,58,6.77,75,Low,7,13.28
P7112,NOR-00152,2024-02-17,2024-02-21,2024-02-21,Yes,4,In Transit,No Issues Reported,Groceries,33,408.53,13481.49,8809.68,25.88,North America,Houston,Supplier F,Warehouse 4,257,6.32,51,High,4,408.53
P3807,NOR-00153,2023-01-14,2023-01-21,2023-01-20,Yes,6,Delivered,No Issues Reported,Books,49,278.59,13650.91,8343.75,10.38,North America,Chicago,Supplier F,Warehouse 6,92,6.75,75,High,7,278.59
P9897,NOR-00154,2023-08-23,2023-08-27,2023-08-25,Yes,2,In Transit,No Issues Reported,Books,35,28.05,981.75,603.65,47.02,North America,Houston,Supplier C,Warehouse 1,338,8.41,42,Medium,9,28.05
P9856,EUR-00155,2024-01-03,2024-01-09,2024-01-09,Yes,6,Returned,Damaged,Groceries,31,285.51,8850.81,6814.14,37.08,Europe,Berlin,Supplier F,Warehouse 2,219,5.53,37,Low,11,285.51
P6347,EUR-00156,2023-02-13,2023-02-21,2023-02-19,Yes,6,Delivered,No Issues Reported,Electronics,44,304.56,13400.64,9685.62,33.82,Europe,Berlin,Supplier D,Warehouse 4,65,8.16,77,High,2,304.56
P2204,ASI-00157,2024-11-06,2024-11-14,2024-11-18,No,12,Returned,Damaged,Books,11,387.22,4259.42,2807.28,19.86,Asia,Seoul,Supplier F,Warehouse 3,92,4.31,68,Medium,11,387.22
P2430,NOR-00158,2023-09-17,2023-09-26,2023-09-29,No,12,Pending,No Issues Reported,Electronics,40,225.14,9005.6,6774.64,14.09,North America,New York,Supplier E,Warehouse 7,145,6.03,91,Medium,3,225.14000000000001
P5781,EUR-00159,2024-05-25,2024-05-29,2024-05-27,Yes,2,Delivered,No Issues Reported,Electronics,77,301.03,23179.31,15411.6,25.41,Europe,Rome,Supplier F,Warehouse 4,261,5.57,30,High,5,301.03000000000003
P7899,NOR-00160,2024-02-23,2024-02-28,2024-03-03,No,9,In Transit,No Issues Reported,Home Goods,35,249.1,8718.5,5341.42,27.39,North America,Los Angeles,Supplier C,Warehouse 5,203,6.58,29,Medium,3,249.1
P7224,EUR-00161,2024-04-17,2024-04-23,2024-04-28,No,11,In Transit,No Issues Reported,Apparel,39,8.35,325.65,221.16,43.66,Europe,London,Supplier C,Warehouse 7,461,10.55,76,Medium,11,8.35
P9044,ASI-00162,2023-08-19,2023-08-24,2023-08-26,No,7,Pending,No Issues Reported,Books,41,92.93,3810.13,2589.55,22.77,Asia,Shanghai,Supplier D,Warehouse 5,344,9.71,61,Medium,8,92.93
P8563,ASI-00163,2024-04-26,2024-05-05,2024-05-08,No,12,Delivered,No Issues Reported,Groceries,70,94.06,6584.2,4961.35,11.08,Asia,Shanghai,Supplier F,Warehouse 2,412,3.7,57,Medium,12,94.06
P2211,ASI-00164,2023-09-10,2023-09-19,2023-09-24,No,14,In Transit,No Issues Reported,Apparel,33,331.04,10924.32,8117.29,41.56,Asia,Mumbai,Supplier E,Warehouse 7,279,11.9,81,Medium,10,331.03999999999996
P6816,ASI-00165,2024-04-18,2024-04-27,2024-04-25,Yes,7,Pending,No Issues Reported,Groceries,82,457.63,37525.66,23336.23,19.93,Asia,Seoul,Supplier E,Warehouse 7,135,8.29,25,High,8,457.63000000000005
P4621,NOR-00166,2024-10-02,2024-10-10,2024-10-14,No,12,Delivered,No Issues Reported,Home Goods,29,257.78,7475.62,5261.04,33.22,North America,New York,Supplier F,Warehouse 3,278,5.43,79,Low,8,257.78
P6620,EUR-00167,2024-08-11,2024-08-19,2024-08-17,Yes,6,Returned,Damaged,Electronics,15,416.5,6247.5,4660.82,23.93,Europe,Madrid,Supplier D,Warehouse 6,283,9.73,86,Medium,12,416.5
P6620,ASI-00168,2024-05-19,2024-05-29,2024-05-28,Yes,9,Returned,Customer Changed Mind,Home Goods,9,153.63,1382.67,1053.65,14.6,Asia,Singapore,Supplier F,Warehouse 4,381,2.65,41,High,12,153.63
P8080,ASI-00169,2024-10-31,2024-11-05,2024-11-05,Yes,5,Pending,No Issues Reported,Books,30,399.89,11996.7,8709.03,17.46,Asia,Singapore,Supplier B,Warehouse 8,252,1.81,98,High,9,399.89000000000004
P2667,ASI-00170,2023-06-11,2023-06-20,2023-06-24,No,13,Delivered,No Issues Reported,Apparel,36,377.4,13586.4,10349.39,12.5,Asia,Shanghai,Supplier C,Warehouse 6,459,10.66,43,Medium,4,377.4
P2871,EUR-00171,2023-01-07,2023-01-13,2023-01-18,No,11,Delivered,No Issues Reported,Groceries,82,160.14,13131.48,8899.57,25.7,Europe,Madrid,Supplier E,Warehouse 3,228,5.2,78,Medium,5,160.14
P7364,EUR-00172,2024-05-08,2024-05-15,2024-05-14,Yes,6,In Transit,No Issues Reported,Apparel,40,62.89,2515.6,1697.18,15.65,Europe,London,Supplier D,Warehouse 7,264,7.76,93,High,5,62.89
P1878,ASI-00173,2024-10-04,2024-10-09,2024-10-14,No,10,In Transit,No Issues Reported,Books,37,74.45,2754.65,1826.1,28.04,Asia,Shanghai,Supplier D,Warehouse 3,493,5.27,21,Medium,8,74.45
P1505,ASI-00174,2024-03-23,2024-03-29,2024-04-02,No,10,Returned,Wrong Item,Books,91,420.75,38288.25,26715.24,13.31,Asia,Singapore,Supplier A,Warehouse 5,457,9.49,57,High,7,420.75
P9898,EUR-00175,2023-10-27,2023-11-02,2023-11-04,No,8,In Transit,No Issues Reported,Books,71,257.85,18307.35,13081.39,20.72,Europe,Rome,Supplier A,Warehouse 8,471,11.9,89,Medium,9,257.84999999999997
P8193,ASI-00176,2024-03-01,2024-03-07,2024-03-11,No,10,Delivered,No Issues Reported,Home Goods,5,227.62,1138.1,762.2,42.67,Asia,Shanghai,Supplier B,Warehouse 6,493,11.94,50,High,14,227.61999999999998
P6302,NOR-00177,2024-08-06,2024-08-15,2024-08-15,Yes,9,In Transit,No Issues Reported,Electronics,73,178.65,13041.45,8558.02,31.55,North America,Toronto,Supplier C,Warehouse 2,410,4.57,93,Medium,8,178.65
P7434,EUR-00178,2023-09-13,2023-09-18,2023-09-22,No,9,Delivered,No Issues Reported,Apparel,32,77.39,2476.48,1645.42,19.9,Europe,Berlin,Supplier C,Warehouse 7,300,2.99,100,Medium,2,77.39
P8449,ASI-00179,2023-05-06,2023-05-15,2023-05-20,No,14,Delivered,No Issues Reported,Books,66,376.15,24825.9,18344.87,45.09,Asia,Tokyo,Supplier F,Warehouse 2,299,4.94,20,Low,10,376.15000000000003
P5646,ASI-00180,2024-02-22,2024-03-03,2024-03-06,No,13,Delivered,No Issues Reported,Apparel,55,413.3,22731.5,15888.02,22.91,Asia,Singapore,Supplier E,Warehouse 8,222,7.25,36,High,12,413.3
P8009,NOR-00181,2023-08-04,2023-08-12,2023-08-10,Yes,6,Delivered,No Issues Reported,Electronics,16,465.07,7441.12,4699.79,28.26,North America,Chicago,Supplier F,Warehouse 5,153,11.95,36,Medium,4,465.07
P7493,ASI-00182,2023-07-10,2023-07-15,2023-07-17,No,7,Delivered,No Issues Reported,Home Goods,11,189.06,2079.66,1623.72,16.62,Asia,Mumbai,Supplier D,Warehouse 2,370,4.71,49,High,6,189.05999999999997
P6629,EUR-00183,2024-01-15,2024-01-19,2024-01-17,Yes,2,In Transit,No Issues Reported,Apparel,76,116.96,8888.96,6542.24,10.37,Europe,London,Supplier F,Warehouse 3,468,2.77,74,Low,12,116.96
P3181,EUR-00184,2023-02-06,2023-02-16,2023-02-15,Yes,9,In Transit,No Issues Reported,Electronics,14,160.11,2241.54,1739.88,15.49,Europe,London,Supplier A,Warehouse 1,378,11.93,38,Low,2,160.10999999999999
P2646,ASI-00185,2024-07-16,2024-07-21,2024-07-26,No,10,Pending,No Issues Reported,Apparel,53,309.96,16427.88,11310.21,18.69,Asia,Shanghai,Supplier F,Warehouse 7,121,9.4,95,High,7,309.96000000000004
P5668,NOR-00186,2024-10-27,2024-11-04,2024-11-08,No,12,Pending,No Issues Reported,Home Goods,83,46.7,3876.1,2754.66,34.0,North America,Toronto,Supplier F,Warehouse 5,448,11.38,23,Medium,3,46.699999999999996
P2163,ASI-00187,2024-03-01,2024-03-07,2024-03-08,No,7,Returned,Wrong Item,Apparel,64,196.01,12544.64,8131.64,35.52,Asia,Tokyo,Supplier C,Warehouse 6,320,10.83,21,Low,13,196.01
P4534,ASI-00188,2024-07-27,2024-08-01,2024-08-05,No,9,Returned,Wrong Item,Books,99,41.13,4071.87,2921.46,10.55,Asia,Shanghai,Supplier E,Warehouse 5,70,11.19,70,Medium,3,41.129999999999995
P4329,ASI-00189,2023-04-17,2023-04-26,2023-04-30,No,13,Returned,Damaged,Groceries,79,80.58,6365.82,3925.92,13.16,Asia,Seoul,Supplier D,Warehouse 2,463,3.13,61,Medium,11,80.58
P3877,NOR-00190,2024-08-24,2024-08-31,2024-09-04,No,11,In Transit,No Issues Reported,Electronics,56,62.41,3494.96,2524.97,12.2,North America,Toronto,Supplier F,Warehouse 1,111,1.63,37,High,2,62.410000000000004
P2934,ASI-00191,2024-04-06,2024-04-11,2024-04-16,No,10,Pending,No Issues Reported,Home Goods,22,189.08,4159.76,3119.63,44.94,Asia,Seoul,Supplier D,Warehouse 5,444,10.95,62,High,11,189.08
P3577,EUR-00192,2023-08-16,2023-08-20,2023-08-22,No,6,Delivered,No Issues Reported,Groceries,47,32.44,1524.68,1176.86,16.68,Europe,Madrid,Supplier F,Warehouse 2,180,9.62,93,Low,8,32.440000000000005
P1579,NOR-00193,2024-02-22,2024-02-28,2024-02-26,Yes,4,Delivered,No Issues Reported,Electronics,61,185.17,11295.37,8856.08,17.16,North America,Toronto,Supplier B,Warehouse 6,333,9.93,73,Low,6,185.17000000000002
P4656,EUR-00194,2023-02-21,2023-02-27,2023-03-03,No,10,Pending,No Issues Reported,Groceries,48,64.1,3076.8,2260.42,12.11,Europe,London,Supplier D,Warehouse 2,461,6.92,25,Medium,1,64.10000000000001
P5979,EUR-00195,2023-08-13,2023-08-23,2023-08-25,No,12,Pending,No Issues Reported,Groceries,59,8.94,527.46,337.65,32.55,Europe,London,Supplier C,Warehouse 8,428,8.04,79,Medium,12,8.940000000000001
P1157,NOR-00196,2024-06-29,2024-07-05,2024-07-06,No,7,In Transit,No Issues Reported,Electronics,30,273.06,8191.8,5956.98,37.74,North America,Chicago,Supplier F,Warehouse 5,221,1.52,68,Medium,1,273.06
P9515,EUR-00197,2023-08-06,2023-08-10,2023-08-11,No,5,In Transit,No Issues Reported,Electronics,19,357.27,6788.13,4199.17,46.85,Europe,Madrid,Supplier D,Warehouse 2,261,8.86,67,Medium,7,357.27
P6161,ASI-00198,2024-06-26,2024-06-30,2024-06-30,Yes,4,Returned,Damaged,Electronics,56,332.91,18642.96,11673.13,21.67,Asia,Seoul,Supplier C,Warehouse 8,460,5.63,61,Low,8,332.90999999999997
P7660,NOR-00199,2024-08-03,2024-08-10,2024-08-11,No,8,Delivered,No Issues Reported,Groceries,14,81.93,1147.02,725.92,28.64,North America,Toronto,Supplier D,Warehouse 5,111,7.13,46,Low,5,81.92999999999999
P6370,NOR-00200,2024-05-28,2024-06-07,2024-06-09,No,12,Delivered,No Issues Reported,Home Goods,91,349.95,31845.45,19364.13,43.44,North America,Toronto,Supplier C,Warehouse 7,125,2.46,51,Medium,12,349.95
P2669,NOR-00201,2024-06-17,2024-06-20,2024-06-22,No,5,Pending,No Issues Reported,Books,58,280.2,16251.6,11539.03,13.79,North America,New York,Supplier A,Warehouse 1,461,9.84,35,Medium,11,280.2
P2056,EUR-00202,2024-09-18,2024-09-24,2024-09-24,Yes,6,In Transit,No Issues Reported,Electronics,75,295.13,22134.75,17342.26,13.0,Europe,Paris,Supplier B,Warehouse 2,151,10.98,76,High,5,295.13
P7270,EUR-00203,2023-07-10,2023-07-18,2023-07-17,Yes,7,Delivered,No Issues Reported,Apparel,74,219.41,16236.34,12094.23,29.85,Europe,London,Supplier B,Warehouse 3,399,5.98,65,High,4,219.41
P8848,NOR-00204,2024-04-15,2024-04-22,2024-04-24,No,9,Returned,Damaged,Groceries,79,126.66,10006.14,6594.26,26.48,North America,Houston,Supplier B,Warehouse 7,81,2.42,69,Low,14,126.66
P6269,EUR-00205,2023-12-17,2023-12-23,2023-12-24,No,7,Delivered,No Issues Reported,Books,70,391.81,27426.7,18343.16,32.63,Europe,Paris,Supplier C,Warehouse 4,248,4.34,23,Medium,6,391.81
P5060,EUR-00206,2024-03-06,2024-03-09,2024-03-11,No,5,Delivered,No Issues Reported,Home Goods,99,294.07,29112.93,18823.04,16.38,Europe,Rome,Supplier F,Warehouse 1,386,4.03,88,High,14,294.07
P1462,NOR-00207,2024-03-13,2024-03-19,2024-03-23,No,10,Pending,No Issues Reported,Apparel,76,162.41,12343.16,9228.01,24.35,North America,Toronto,Supplier E,Warehouse 3,410,8.86,92,High,6,162.41
P8831,NOR-00208,2024-08-13,2024-08-19,2024-08-24,No,11,Pending,No Issues Reported,Electronics,12,32.8,393.6,283.52,10.8,North America,Chicago,Supplier B,Warehouse 3,50,4.98,98,Medium,3,32.800000000000004
P9622,NOR-00209,2023-04-12,2023-04-20,2023-04-20,Yes,8,Pending,No Issues Reported,Apparel,76,353.82,26890.32,16896.01,14.44,North America,New York,Supplier C,Warehouse 7,490,5.33,29,High,9,353.82
P6198,EUR-00210,2023-06-27,2023-07-01,2023-07-04,No,7,Pending,No Issues Reported,Apparel,94,474.6,44612.4,33832.64,48.43,Europe,Berlin,Supplier F,Warehouse 6,139,8.93,91,High,12,474.6
P7415,ASI-00211,2024-05-24,2024-05-30,2024-05-30,Yes,6,Returned,Wrong Item,Apparel,23,365.77,8412.71,6644.0,47.95,Asia,Mumbai,Supplier A,Warehouse 3,485,11.94,92,Medium,11,365.77
P2453,EUR-00212,2023-12-30,2024-01-07,2024-01-08,No,9,Delivered,No Issues Reported,Home Goods,96,43.51,4176.96,2795.9,22.78,Europe,Berlin,Supplier D,Warehouse 1,470,8.94,62,Medium,14,43.51
P8179,ASI-00213,2023-04-22,2023-04-29,2023-04-30,No,8,In Transit,No Issues Reported,Home Goods,33,394.57,13020.81,9688.56,11.93,Asia,Tokyo,Supplier D,Warehouse 8,425,5.91,41,Medium,7,394.57
P1328,EUR-00214,2023-05-09,2023-05-18,2023-05-21,No,12,Returned,Damaged,Apparel,21,228.39,4796.19,3644.33,11.34,Europe,Rome,Supplier A,Warehouse 6,213,4.24,33,High,1,228.39
P1507,ASI-00215,2024-06-10,2024-06-15,2024-06-19,No,9,In Transit,No Issues Reported,Groceries,12,172.29,2067.48,1647.9,45.73,Asia,Tokyo,Supplier E,Warehouse 7,270,11.4,41,Medium,13,172.29
P5346,EUR-00216,2023-09-24,2023-09-29,2023-09-27,Yes,3,Delivered,No Issues Reported,Apparel,53,350.11,18555.83,13813.1,39.2,Europe,Berlin,Supplier A,Warehouse 1,388,4.46,50,High,7,350.11
P8869,NOR-00217,2024-05-27,2024-06-05,2024-06-10,No,14,In Transit,No Issues Reported,Electronics,55,48.38,2660.9,2035.0,35.0,North America,Los Angeles,Supplier B,Warehouse 5,152,2.52,46,Medium,5,48.38
P7349,EUR-00218,2024-06-27,2024-07-01,2024-07-06,No,9,Delivered,No Issues Reported,Books,63,447.96,28221.48,18428.65,35.67,Europe,Madrid,Supplier C,Warehouse 3,144,5.4,68,Medium,5,447.96
P2584,EUR-00219,2023-02-27,2023-03-09,2023-03-07,Yes,8,Pending,No Issues Reported,Home Goods,29,419.35,12161.15,8669.07,16.05,Europe,Madrid,Supplier D,Warehouse 4,93,8.52,89,Medium,14,419.34999999999997
P1568,ASI-00220,2024-04-21,2024-04-24,2024-04-28,No,7,Returned,Customer Changed Mind,Groceries,31,240.75,7463.25,4595.8,46.11,Asia,Singapore,Supplier E,Warehouse 3,307,7.5,86,Low,13,240.75
P4308,NOR-00221,2023-02-09,2023-02-13,2023-02-18,No,9,In Transit,No Issues Reported,Apparel,17,26.12,444.04,273.38,37.33,North America,Toronto,Supplier C,Warehouse 6,471,8.09,96,Medium,2,26.12
P9561,EUR-00222,2024-01-31,2024-02-04,2024-02-03,Yes,3,Returned,Customer Changed Mind,Home Goods,36,262.25,9441.0,7396.39,10.49,Europe,Rome,Supplier B,Warehouse 3,450,5.91,73,Medium,4,262.25
P8750,EUR-00223,2023-05-30,2023-06-03,2023-06-02,Yes,3,Delivered,No Issues Reported,Home Goods,53,135.75,7194.75,5259.06,32.88,Europe,Rome,Supplier B,Warehouse 7,69,3.31,71,High,12,135.75
P6535,ASI-00224,2024-11-23,2024-11-26,2024-11-30,No,7,Pending,No Issues Reported,Electronics,96,240.23,23062.08,15076.07,24.9,Asia,Shanghai,Supplier C,Warehouse 8,468,9.83,59,Medium,6,240.23000000000002
P8237,EUR-00225,2024-03-21,2024-03-25,2024-03-26,No,5,In Transit,No Issues Reported,Home Goods,35,365.76,12801.6,9229.9,13.57,Europe,Madrid,Supplier F,Warehouse 8,158,11.09,72,High,10,365.76
P1474,NOR-00226,2023-05-13,2023-05-21,2023-05-19,Yes,6,In Transit,No Issues Reported,Groceries,52,72.15,3751.8,2889.86,45.17,North America,Los Angeles,Supplier A,Warehouse 4,138,3.52,45,High,11,72.15
P3029,EUR-00227,2023-07-06,2023-07-09,2023-07-14,No,8,Delivered,No Issues Reported,Home Goods,48,412.64,19806.72,13885.01,35.42,Europe,Berlin,Supplier D,Warehouse 8,398,1.82,67,Low,7,412.64000000000004
P1813,EUR-00228,2024-10-06,2024-10-11,2024-10-16,No,10,Pending,No Issues Reported,Home Goods,96,416.28,39962.88,24700.19,11.1,Europe,Berlin,Supplier B,Warehouse 4,133,10.47,47,Medium,11,416.28
P5135,NOR-00229,2024-11-29,2024-12-05,2024-12-07,No,8,Returned,Customer Changed Mind,Books,17,325.45,5532.65,3984.77,10.34,North America,New York,Supplier F,Warehouse 5,361,9.95,59,Low,5,325.45
P2676,EUR-00230,2024-08-17,2024-08-26,2024-08-30,No,13,Pending,No Issues Reported,Apparel,60,154.56,9273.6,6529.8,34.94,Europe,Paris,Supplier E,Warehouse 5,53,6.87,67,Medium,9,154.56
P5895,EUR-00231,2023-02-17,2023-02-24,2023-02-23,Yes,6,Returned,Damaged,Home Goods,36,134.27,4833.72,3587.68,45.69,Europe,Paris,Supplier A,Warehouse 7,146,3.07,50,Medium,3,134.27
P4111,ASI-00232,2023-02-17,2023-02-25,2023-02-25,Yes,8,Delivered,No Issues Reported,Home Goods,34,453.92,15433.28,10508.83,39.47,Asia,Singapore,Supplier F,Warehouse 8,225,9.13,48,Medium,1,453.92
P3999,ASI-00233,2023-12-08,2023-12-16,2023-12-18,No,10,In Transit,No Issues Reported,Apparel,38,53.31,2025.78,1267.31,20.35,Asia,Seoul,Supplier B,Warehouse 6,398,10.95,31,Medium,4,53.31
P2166,EUR-00234,2023-06-04,2023-06-10,2023-06-12,No,8,Returned,Wrong Item,Groceries,38,234.56,8913.28,5557.93,12.15,Europe,Paris,Supplier A,Warehouse 7,291,10.84,84,Medium,9,234.56000000000003
